order_id,customer_id,customer_name,customer_email,customer_phone,product_name,category,quantity,unit_price,discount_percent,order_date,ship_city,ship_state,ship_country,payment_method,order_status,rating,review_text
ORD116149,CUST014454,Kelechi Okonkwo,kelechi.okonkwo@yahoo.com,(582) 668-4842,Teething Ring,Baby Products,one,33988.6,50,03/14/2023,London,England,uk,BANK TRANSFER,PENDING,2,WILL BUY AGAIN
ORD115727,CUST006571,Segun Bello,?,2234166276,Sneakers,Fashon,2,133822.14,,2025-04-26,NEW YORK,NY,United States,bank transfer,Processing,4,Highly recommend!!!
ORD104435,CUST052170,Ifeoma Thomas ,ifeoma.thomas777@yahoo.com,01784306133,Onesie Set,Baby product,7,"NGN 112,614.06",,2026-01-20, Kaduna ,Kaduna,Nigeria ,COD,Pending,3,  Poor quality  
ORD114760,CUST095486,JOSEPH BALOGUN,joseph.balogun507@gmail.com,05036635833,Bed Sheet Set,Home and Kitchen,2,133062.79,25,10/13/2025,Accra,Greater Accra,GHANA,Debit Card,Cancelled,4,Waste of money
ORD107576,CUST028025,Jennifer Martinez,jennifer.martinez650@yahoo.com,4018325651,Noodles Carton,Groceries,10,151519.46,,null,London,England,UK,ussd,Shipped,4,Waste of money
ORD130251,CUST078800,Ifeoma Martin,ifeoma.martin@ymail.com,-,Teething Ring,Baby Products ,6,206082.58,5,11/10/2023,Accra,Greater Accra,GHANA,CC,PENDING,3,average tbh
ORD119703,CUST099699,Thomas Taylor,thomas.taylor@ymail.com,07363288067,Throw Pillow,Home and Kitchen,5,80375.11,,03-02-2026,Toronto,Ontario,CANADA,CREDIT CARD,shipped,5,product came late :(
ORD132251,CUST041608,kelechi nwosu,kelechi.nwosu624@yahoo.com,+2345228799545,Face Cream,beauty,5,70528.9,,1766793600,Abuja,FCT,Nigeria,USSD,delivered,,
ORD123221,CUST035449,tunde nwosu,tunde.nwosu@yaho.com,+2340575290069,Garri 4kg,Groceries,6,59719.81,50,2026-07-23,London,-,UK,Credit card ,Deliverd,-1,product came late :(
ORD118785,CUST111853,David Williams,david.williams119@ymail.com,04932259370,Onesie Set,Baby Products,4,4916.55,,2023-06-10,Nairobi,--,kenya,bank transfer,pending,4,average tbh
ORD123412,CUST106024,Sarah Taylor,sarah.taylor at gmail.com,+2349311668191,Sugar 1kg,Grocery,10,240430.28,20,"May 05, 2026",Los Angeles,CA,USA,Credit Card,cancelled,3,Fast delivery
ORD120758,CUST083827,Chinedu Martin ,chinedu.martin266@outlook.com,05415410469,Baby Powder,BABY PRODUCTS,10,220654.47,10,1791244800,Benin City,Edo,Nigeria ,paypal,Pending,,Fast delivery
ORD122795,CUST028742,Barbara Davis,barbara.davis@hotmail.com,2727522999,Feeding Bottle,Baby Products,3,n/a,15,"September 17, 2026",NIL,Enugu,Nigeria,cash on delivery,Processing,4,Waste of money
ORD105433,CUST118773,SUSAN CHUKWU,susan.chukwu777@gmail.com,(063) 022-5870,Rice 5kg Bag,Grocery,8,245753.64,15,08-10-2024, Calabar ,Cross River,NG,debit card,Pending,,product came late :(
ORD103526,CUST051522,William Thomas,william.thomas@yahoo.com,0738634380,Wristwatch,Fashon,-3,121931.5,15,11-06-2026,Benin City,Edo,Nigeria ,PAYPAL,DELIVERED,3,WILL BUY AGAIN
ORD118854,CUST012852,JENNIFER CHUKWU,jennifer.chukwu at gmial.com,0768-453-4906,Table Lamp,HOME & KITCHEN,10,43304.07,,2025-12-15,Calabar,Cross River,Nigeria ,PAYPAL,shipped,1,
ORD124287,CUST102885,John Jackson,john.jackson274@yaho.com,0595-100-8860,HDMI Cable,Electronics ,10,165105.28,15,03-10-2025,Ugep,,NIGERIA,Credit Card,Deliverd,-1,Fast delivery
ORD114670,CUST097402,Jessica Chukwu,jessica.chukwu582 at outlook.com,null,Cutlery Set,HOME & KITCHEN,-4,213299.98,,2024-06-05,Benin City,Edo,nigeria,bank transfer,RETURNED,2,product came late :(
ORD107091,CUST064125,Tunde Jackson,tunde.jackson642@yahoo.com,+2348463585895,Nail Polish Set,Beauty ,unknown,63861.73,20,24-01-2023,Abuja,FCT,Nigeria ,debit card,pending,,
ORD120656,CUST052443,Linda Mohammed,linda.mohammed@gmial.com,+2347161141191,Baby Lotion,Baby Products ,null,51581.7,30,27 Oct 2025,Nairobi,Nairobi,Kenya,credit card,delivered,,Highly recommend!!!
ORD106654,CUST054885,Thomas Brown,thomas.brown@hotmail.com,08958557963,Bluetooth Speaker,Electronic,5,18580.36,,1762041600,London,England,United Kingdom,USSD,SHIPPED,3,
ORD128827,CUST004353,femi thompson,femi.thompson@ymail.com,+2349501932533,Men's T-Shirt,FASHION,2,62492.32,10,30-03-2026,Ugep,Cross River,NIGERIA,PayPal,SHIPPED,,Highly recommend!!!
ORD110293,CUST097779,PATRICIA MILLER,PATRICIA.MILLER@YAHO.COM,0595-686-4784,Onesie Set,Baby Products ,10,$183835.98,,2025-10-23, Lagos ,Lagos,Nigeria,PayPal,Shipped,,product came late :(
ORD103427,CUST026636,"Moore, Karen",karen.moore@outlook.com,+2349459153908,Beans 2kg,Groceries,10,$11773.59,,"November 22, 2024",Toronto,Ontario,CANADA,paypal,Delivered,5,
ORD104370,CUST089789,Aisha Martin,aisha.martin777@hotmail.com,07912481726,Makeup Brush Set,Beauty ,1,175314.45,20,1702252800,Ugep,,Nigeria ,cash on delivery,shipped,,
ORD124727,CUST005832,  Kelechi Balogun  ,kelechi.balogun@outlook.com,5104420000,Denim Jeans,FASHION,9,206054.71,50,21-04-2025,Nairobi,Nairobi,kenya,PayPal,Shipped,,Fast delivery
ORD117279,CUST117207,Linda Jackson,linda.jackson@yaho.com,+2344262418292,Wireless Earbuds,Electronics ,8,124846.21,,2024-02-20,KADUNA,Kaduna,nigeria,Credit card ,Cancelled,4,average tbh
ORD133331,CUST049468,William Martinez,william.martinez861@ymail.com,+2342330107146,Diaper Pack,Baby Products ,8,"50,631.23",10,08/15/2025, Calabar ,Cross River,Nigeria,Debit Card,Shipped,,  Poor quality  
ORD122136,CUST023944,Sarah Martin,NULL,+2343915825733,Makeup Brush Set,Beauty,-2,130240.8,,04 Jun 2024, Kaduna ,Kaduna,Nigeria ,credit card,DELIVERED,,<b>Excellent</b>
ORD104305,CUST004855,TUNDE CHUKWU,tunde.chukwu@hotmail.com,(747) 924-3900,Curtain Set,Home and Kitchen,5,,,-,LAGOS,Lagos,NG,Credit Card,Pending,,product came late :(
ORD130693,CUST012216,Patricia Abubakar,patricia.abubakar@ymail.com,03849800592,Leather Belt,fashion,4,128674.81,0,18-12-2025,Toronto,Ontario,canada,Pay Pal,cancelled,6,Fast delivery
ORD123582,CUST046565,Yusuf Moore,yusuf.moore@gmail.com,--,Sunscreen SPF50,Beuaty,1,166320.89,40,22-09-2023,Los Angeles,CA,US,Cash on Delivery,Delivered,,Great product!
ORD109903,CUST103316,Barbara Moore,barbara.moore477@gmial.com,0595-429-0687,Handbag,Fashon,10,160291.78,,2025-02-07,Port Harcourt,Unknown,Nigeria ,Credit card ,Delivered,2,
ORD115500,CUST104071,Blessing Johnson,blessing.johnson@yahoo.com,05653636130,Feeding Bottle,baby products,7,Unknown,25,2025-02-01,Nairobi,Nairobi,kenya,debit card,Pending,,Great product!
ORD103954,CUST088337,CHARLES JONES,charles.jones217@outlook.com,4375328034,Baby Monitor,Baby Products ,9,15341.82,5,2025-10-19,Port Harcourt,Rivers,Nigeria ,ussd,NULL,2,  Poor quality  
ORD116458,CUST048803,Femi Jackson,femi.jackson@hotmail.com,09512146012,Storage Container, Home & Kitchen,1,35750.45,,27 Apr 2026,Kano,Kano,NIGERIA,COD,CANCELLED,,Fast delivery
ORD118364,CUST055599,Patricia Jones ,patricia.jones at hotmail.com,+2348429532854,LED Desk Lamp,Electronics,8,218277.44,,11/23/2025,Kaduna,Kaduna,Nigeria ,BANK TRANSFER,RETURNED,5,
ORD128936,CUST042487,William Perez,william.perez@gmail.com,07575954360,Diaper Pack,Baby Products,10,163701.62,,03/21/2024,Los Angeles,CA,usa,ussd,Cancelled,2,
ORD116246,CUST116605,Yusuf Martin,yusuf.martin@gmial.com,01411975630,Baby Lotion,baby products,NULL,209135.47,15,2024-06-13,Abuja,FCT,Nigeria,paypal,cancelled,4,product came late :(
,CUST035905,Jessica Davis,jessica.davis562@yahoo.com,+2342192652332,Face Cream,Beauty,4,80851.25,20,"June 01, 2026",Ugep,n/a,nigeria,Bank Transfer,shipped,4,average tbh
ORD113155,CUST069702,Femi Balogun,femi.balogun@gmail.com,(554) 469-8105,Perfume,beauty,1,10948.78,,10/23/2024,Lagos,Lagos,Nigeria,credit card,delivered,3,WILL BUY AGAIN
ORD115052,CUST050350,Elizabeth Adeyemi,elizabeth.adeyemi@gmail.com,1780593102,HDMI Cable,ELECTRONICS,4,49021.07,30,N/A,Accra,Greater Accra,GHANA,ussd,SHIPPED,5,
ORD101081,CUST020778,Halima Jackson,halima.jackson15@hotmail.com,(330) 032-5408,Tomato Paste,groceries,2,26250.07,,11 Aug 2025,Enugu,Enugu,Nigeria,ussd,delivered,2,Highly recommend!!!
ORD131981,CUST006979,  Femi Okafor  ,femi.okafor750@outlook.com,07034423173,Ankara Fabric,Fashon,1,203967.16,,08/12/2024,Los Angeles,Unknown,US,bank transfer,RETURNED,5,Fast delivery
ORD124754,CUST088587,Patricia Adeyemi,patricia.adeyemi@outlook.com,00964139285,Blender,HOME & KITCHEN,1,198749.48,,10/26/2024,Abuja,FCT,NIGERIA,ussd,shipped,5,
ORD130743,CUST054562,Karen Miller,karen.miller@outlook.com,08318245312,Shea Butter,beauty,one,248999.33,25,29 Apr 2025,--,NULL,CANADA,PAYPAL,returned,4,
ORD120829,CUST007956,RICHARD MOORE,richard.moore817@yahoo.com,+2348507731576,Noodles Carton,Grocery,3,$89277.28,50,18 May 2025,Johannesburg,Gauteng,S. Africa,COD,Deliverd,1,average tbh
ORD110420,CUST043710,John Taylor,john.taylor895@gmail.com,(937) 754-0773,Teething Ring,Baby Products ,5,-,,02/12/2025,Benin City,Edo,NG,bank transfer,pending,1,meh
ORD121228,CUST008837,JENNIFER JONES,jennifer.jones51@gmail.com,0894-443-3982,Wireless Earbuds,electronics,4,147821.2,5,14 Jan 2026,Ugep,Cross River,Nigeria,unknown,Canceled,1,<b>Excellent</b>
ORD117655,CUST005204,Chinedu Davis,CHINEDU.DAVIS@YAHOO.COM,8340936071,Tomato Paste,Groceries,one,69144.53,10,2025-03-03,Enugu,Enugu,NG,credit card,delivered,,  Poor quality  
ORD103226,CUST047196,FATIMA BALOGUN,fatima.balogun@hotmail.com,+2348849229640,Cutlery Set,HOME & KITCHEN,4,145845.11,0,"September 04, 2025",DUBAI,Dubai,UAE,Credit Card,Shipped,5,meh
ORD109521,CUST056745,richard garcia,richard.garcia@yaho.com,09993617196,Women's Dress,Fashion ,6,37868.23,30,26 Dec 2024,Benin City,Edo,NG,Cash on Delivery,pending,6,meh
ORD126270,CUST049421,ROBERT NWOSU,robert.nwosu@gmial.com,+2345462973024,Electric Kettle,Home&Kitchen,5,59392.09,5,None,IBADAN,Oyo,Nigeria ,ussd,Returned,4,Fast delivery
ORD133457,CUST011384,"Eze, Karen",karen.eze211@yaho.com,(272) 341-7453,Face Cream,Beauty ,1,231996.51,30,28-02-2024,Ibadan,Oyo,Nigeria ,unknown,processing,2,Great product!
ORD106910,CUST111014,Musa Jones,musa.jones@gmial.com,07860685507,Sugar 1kg,Grocery,2,66766.26,40,04/22/2023,Port Harcourt,Rivers,nigeria,COD,Shipped,3,meh
ORD105564,CUST109288,ROBERT ANDERSON,robert.anderson@yahoo.com,NULL,Spaghetti Pack,groceries,1,172195.95,15,2024-05-26,Ugep,Cross River,NG,bank transfer,PENDING,,Great product!
ORD111196,CUST057623,THOMAS LEE,thomas.lee@hotmail.com,(895) 463-2195,Feeding Bottle,Baby Products ,2,"114,164.35",15,"May 14, 2026",IBADAN,Oyo,nigeria,Pay Pal,Returned,,Highly recommend!!!
ORD109254,CUST103031,Obinna Balogun,obinna.balogun@hotmail.com,06512969670,LED Desk Lamp,electronics,n/a,159165.75,20,22 Jan 2023, Nairobi ,Nairobi,Kenya,Cash on Delivery,PENDING,1,  Poor quality  
ORD103012,CUST040592,Chinedu Chukwu,chinedu.chukwu518@outlook.com,+2345486200483,USB-C Cable,Electronics,5,23455.73,40,2026-06-03,,NY,USA,paypal,DELIVERED,3,meh
ORD108602,CUST025071,CHARLES WILLIAMS,charles.williams@yaho.com,03242035102,Denim Jeans,Fashion ,10,173220.92,20,2023-01-05,JOHANNESBURG,Gauteng,SOUTH AFRICA,COD,PENDING,2,meh
ORD132581,CUST016695,chinedu thomas,chinedu.thomas@outlook.com,(894) 898-8037,Teething Ring,BABY PRODUCTS,8,54511.57,20,21-05-2024,London,England,United Kingdom,debit card,Returned,5,Fast delivery
ORD116432,CUST013113,john smith,john.smith@outlook.com,(977) 943-5455,Sneakers,Fashon,4,"NGN 201,821.24",25,13-10-2023,Accra,Greater Accra,ghana,Credit Card,Pending,5,  Poor quality  
ORD127839,CUST100122,"Jackson, James",james.jackson992@outlook.com,0218525445,Sunglasses,Fashon,5,104327.78,25,18 Jun 2023,New York,NY,USA,Bank Transfer,CANCELLED,1,meh
ORD113865,CUST011902,Adaeze Davis,adaeze.davis@ymail.com,0714-653-3293,Perfume,Beuaty,5,84122.7,10,01/20/2024, Port Harcourt ,Rivers,NIGERIA,BANK TRANSFER,DELIVERED,2,WILL BUY AGAIN
ORD111195,CUST020447,Mary Jones,mary.jones@ymail.com,05162255685,Milk Powder,Groceries,1096,56463.25,,"September 19, 2024",Nairobi,Nairobi,kenya,Credit Card,SHIPPED,,Great product!
ORD129353,CUST107191,Chiamaka Jackson,NIL,0895-043-7580,Table Lamp,Home & Kitchen,1,0,20,2025-04-30,Calabar,Cross River,Nigeria,credit card,SHIPPED,5,
ORD104078,CUST070969,emeka bello,emeka.bello@yahoo.com,+2343519533491,Shampoo,Beuaty,2,73070.44,0,2023-08-05,London,England,UK,Debit Card,returned,,
ORD114582,CUST007693,joseph okonkwo,joseph.okonkwo447@yahoo.com,+2346571212606,Beans 2kg,GROCERIES,10,69616.2,,17-09-2026,KADUNA,Kaduna,Nigeria,Debit Card,Delivered,3,product came late :(
ORD116821,CUST051568,Adaeze Bello,adaeze.bello@yaho.com,unknown,Sugar 1kg,Groceries ,4,203416.1,0,07/25/2026,n/a,NY,United States,debit card,Processing,5,average tbh
ORD118158,CUST061514,Mary Balogun,mary.balogun343@ymail.com,(700) 782-2243,Ankara Fabric,Fashion ,1,82856.36,0,1742169600,Benin City,Edo,NG,Credit Card,SHIPPED,,Great product!
ORD130123,CUST107866,Chinedu Martinez,chinedu.martinez@outlook.com,05013619230,Face Cream,Beauty ,7,185770.37,0,1753574400,NEW YORK,NY,usa,BANK TRANSFER,returned,4,Waste of money
ORD130266,CUST012308,"Williams, Kelechi",kelechi.williams@ymail.com,8154574873,Beans 2kg,Grocery,10,80163.46,,"September 07, 2025",New York,NY,usa,bank transfer,--,5,Highly recommend!!!
ORD118696,CUST002174,Obinna Garcia,obinna.garcia@hotmail.com,0176-997-6756,Milk Powder,Groceries ,10,"NGN 135,246.27",10,"September 16, 2025",Johannesburg,Gauteng,South Africa,BANK TRANSFER,Delivered,5,
ORD107023,CUST079623,Emeka Jackson,EMEKA.JACKSON@HOTMAIL.COM,0581-183-4793,Hair Extension,BEAUTY,1,87980.88,40,11/04/2024,Toronto,Ontario,canada,ussd,cancelled,4,<b>Excellent</b>
ORD120536,CUST088473,Barbara Smith,barbara.smith594@gmial.com,08511407578,Body Lotion,Beauty,10,121932.29,46%,"December 09, 2023",Dubai,Dubai,U.A.E.,Pay Pal,delivered,,<b>Excellent</b>
ORD105377,CUST023184,Michael Jackson,michael.jackson@ymail.com,+2347991635083,Perfume,Beauty,2,0,25,14-10-2026,ACCRA,Greater Accra,ghana,Credit card ,Canceled,5,Great product!
ORD123992,CUST003565,Blessing Nwosu,BLESSING.NWOSU@GMIAL.COM,02935577807,Denim Jeans,Fashion,5,151070.34,,07/05/2026,Benin City,Edo,NG,PAYPAL,RETURNED,1,average tbh
ORD131925,CUST090945,Ngozi Martin,ngozi.martin179@outlook.com,+2349739618922,Storage Container,HOME & KITCHEN,7,,15,02-06-2025,--,Kano,NG,ussd,RETURNED,4,Fast delivery
ORD131193,CUST071117,Kelechi Eze,kelechi.eze@yaho.com,+2345727373483,Garri 4kg,Groceries,7,112526.59,10,2023-04-08,London,England,UK,PAYPAL,Delivered,5,
ORD102023,CUST050700,"Davis, Tunde",tunde.davis@yahoo.com,None,Makeup Brush Set,beauty,6,unknown,,01/28/2025,IBADAN,Oyo,Nigeria ,Pay Pal,Processing,1,meh
ORD114099,CUST017128,Karen Perez,karen.perez@yaho.com,+2341631621008,Vegetable Oil 1L,Grocery,7,212933.92,0,06/23/2026,Port Harcourt,Rivers,nigeria,debit card,N/A,,average tbh
ORD113645,CUST041378,richard chukwu,richard.chukwu@yahoo.com,+2349340894940,Baby Carrier,Baby Products,3,"43,145.29",50,2026-05-18,Dubai,Dubai,United Arab Emirates,paypal,Returned,5,WILL BUY AGAIN
ORD131210,CUST000224,Bola Thompson,bola.thompson43 at gmail.com,+2341634337741,Shampoo,Beauty,9,23635.58,30,N/A, ENUGU ,Enugu,Nigeria,CC,Processing,,product came late :(
ORD120082,CUST047651,james perez,james.perez@gmail.com,-,Women's Dress,fashion,1,$86252.86,30,07-07-2024, Abuja ,FCT,Nigeria,bank transfer,Delivered,2,Not what I expected
ORD125534,CUST110750,robert balogun,robert.balogun874@yahoo.com,+2340065971473,Hair Extension,BEAUTY,2,123654.36,25,2025-01-12,Enugu,Enugu,Nigeria,paypal,delivered,3,
ORD104715,CUST042785,Mary Wilson,mary.wilson775@yaho.com,06176934244,Sugar 1kg,Groceries ,10,152263.57,25,01/06/2023,Abuja,FCT,NIGERIA,credit card,Processing,,
ORD107120,CUST039371,"Martinez, Chinedu",chinedu.martinez@yahoo.com,+2346704778718,USB-C Cable,Electronic,7,154397.23,50,25-02-2023,TORONTO,Ontario,canada,credit card,RETURNED,3,product came late :(
ORD105525,CUST059571,Emeka Jackson,emeka.jackson@yahoo.com,06127829236,Spaghetti Pack,Grocery,6361,20681.68,,23-05-2023,BENIN CITY,Edo,Nigeria,Bank Transfer,Pending,,average tbh
ORD105282,CUST048660,YUSUF DAVIS,yusuf.davis@gmail.com,unknown,Shampoo,Beauty ,8,112104.27,,11/23/2023,ENUGU,Enugu,NIGERIA,debit card,Deliverd,3,<b>Excellent</b>
ORD119638,CUST063295,jessica miller,JESSICA.MILLER@YAHO.COM,?,Makeup Brush Set,beauty,2,96731.97,0,01/23/2025,Ibadan,Oyo,Nigeria,USSD,pending,,
ORD102850,CUST104255,Joseph Wilson,NIL,0440-186-9505,Bed Sheet Set,Home and Kitchen,4,187056.28,25,1788220800,Abuja,FCT,NIGERIA,Pay Pal,pending,4,product came late :(
ORD102187,CUST046458,Richard Lee,richard.lee@gmail.com,0636-374-6091,Blender,Home&Kitchen,4,?,,22-11-2023,Lagos,Lagos,Nigeria,Credit Card,Delivered,2,  Poor quality  
ORD127376,CUST099289,RICHARD THOMAS,richard.thomas@gmial.com,0536040182,Wireless Mouse,Electroincs,1,6457.97,20,"March 04, 2024",Ibadan,Oyo,Nigeria,debit card,Delivered,,Great product!
ORD102951,CUST067041,mary abubakar,mary.abubakar@yaho.com,unknown,Tomato Paste,Groceries,2,55189.87,44%,11/01/2024,Johannesburg,Gauteng,South Africa,Credit Card,Shipped,2,
ORD112883,CUST050920,Amaka Wilson,amaka.wilson543@yahoo.com,1601320946,Bluetooth Speaker,electronics,--,183973.06,10,"June 02, 2024",Kaduna,Kaduna,Nigeria ,CC,Pending,1,Fast delivery
ORD103493,CUST052192,Joseph Garcia,NIL,none,Smartphone Case,Electronics,1,168942.05,25,03-05-2025,None,Ontario,CANADA,Credit Card,pending,,
ORD128356,CUST052595,  Blessing Lee  ,blessing.lee518@ymail.com,(606) 183-9528,USB-C Cable, Electronics,8,236139.3,165,16 Jun 2023,Johannesburg,Gauteng,SOUTH AFRICA,Cash on Delivery,Delivered,3,product came late :(
ORD116153,CUST006781,Fatima Garcia,fatima.garcia@yaho.com,01404602384,Throw Pillow,home & kitchen,3,183774.09,,07/19/2025,Benin City,Edo,NIGERIA,USSD,Pending,,<b>Excellent</b>
ORD125133,CUST027854,Mary Martin,mary.martin724 at yaho.com,(426) 023-9774,Diaper Pack,Baby Products,8,184831.31,,05/23/2023,Johannesburg,Gauteng,S. Africa,PAYPAL,Shipped,,Fast delivery
ORD108487,CUST049754,Charles Balogun,charles.balogun529@yaho.com,+2345408988568,Tomato Paste,Groceries ,8,$150067.5,50,19-04-2023,Los Angeles,CA,usa,Credit Card,shipped,3,
ORD118782,CUST042610,Ngozi Martin,ngozi.martin@outlook.com,+2348494694647,Throw Pillow,Home and Kitchen,8163,178618.73,,"November 02, 2025",Nairobi,Nairobi,Kenya,cash on delivery,delivered,4,Waste of money
ORD131099,CUST020586,Ngozi Perez,ngozi.perez686@yaho.com,+2344901055172,Baby Powder,Baby Products ,6,44924.35,20,20 Dec 2025,Nairobi,Nairobi,Kenya,ussd,shipped,,
ORD126646,CUST078885,Kelechi Johnson,kelechi.johnson@outlook.com,09929636545,Baby Powder,Baby Products,8,39070.54,20,2026-09-09,Johannesburg,Gauteng,S. Africa,Pay Pal,Returned,-1,Not what I expected
ORD129195,CUST054108,  Segun Brown  ,segun.brown@outlook.com,(449) 511-8412,Running Shoes,Fashion ,None,181880.9,25,24 May 2023,KADUNA,Kaduna,NG,Debit Card,Shipped,,
ORD123204,CUST118791,Jennifer Thomas,jennifer.thomas630@gmail.com,0092-999-7085,Baby Powder,Baby Products,7,38635.81,,23-04-2026,DUBAI,Dubai,UAE,Credit Card,Cancelled,,average tbh
ORD101185,CUST079543,THOMAS WILLIAMS,thomas.williams@hotmail.com,0068902788,Ankara Fabric,Fashion ,1,120414.83,,13 Mar 2025,PORT HARCOURT,NIL,Nigeria,debit card,processing,5,Highly recommend!!!
ORD117550,CUST108151,amaka okonkwo,N/A,+2340919340396,Sneakers,fashion,2,none,15,07-08-2023,none,Greater Accra,ghana,debit card,Deliverd,,
ORD119878,CUST003324,FATIMA BELLO,fatima.bello@outlook.com,05580548007,Baby Powder,BABY PRODUCTS,10,"178,445.42",10,"September 10, 2026", Port Harcourt ,Rivers,NG,debit card,Shipped,4,Fast delivery
ORD131468,CUST065550,Amaka Smith,amaka.smith214@yaho.com,0829-405-2939,Baby Lotion,baby products,6,90442.4,25,"August 18, 2025",-,Greater Accra,ghana,Debit Card,RETURNED,5,meh
ORD109707,CUST078973,Richard Bello,richard.bello at gmial.com,8457701208,Curtain Set,Home and Kitchen,5,178035.84,15,"July 02, 2023",Nairobi,Nairobi,KENYA,BANK TRANSFER,Deliverd,,Great product!
ORD122040,CUST074405,Amaka Chukwu,amaka.chukwu977@hotmail.com,3887845139,Running Shoes,Fashion,8,194738.08,,2026-03-08,Ugep,Cross River,NG,Bank Transfer,Pending,1,WILL BUY AGAIN
ORD131655,CUST091344,Adaeze Thompson,adaeze.thompson@gmail.com,1269611159,Rice 5kg Bag,groceries,1,149416.03,10,27 Jun 2025,Accra,Greater Accra,GHANA,credit card,SHIPPED,,<b>Excellent</b>
ORD105974,CUST040643,John Taylor,john.taylor@yaho.com,3556100288,Storage Container,home & kitchen,4,81518.96,,25-04-2023,KANO,Kano,Nigeria,CC,DELIVERED,4,
ORD130342,CUST021961,"Okonkwo, Thomas",thomas.okonkwo@yaho.com,3214599348,Beans 2kg,Groceries,2,204878.44,50,2026-11-11,Lagos,Lagos,nigeria,Bank Transfer,shipped,3,Great product!
ORD124988,CUST097154,Blessing Thompson,blessing.thompson@hotmail.com,+2341735933946,Running Shoes,Fashon,7,245303.25,38%,2025-08-18,Lagos,Lagos,Nigeria,Pay Pal,RETURNED,,WILL BUY AGAIN
ORD128400,CUST116171,Ifeoma Okonkwo,ifeoma.okonkwo@outlook.com,0802-193-9945,Throw Pillow,Home and Kitchen,10,61046.27,50,12/10/2024,Accra,Greater Accra,Ghana,Credit card ,PENDING,,<b>Excellent</b>
ORD119903,CUST047704,Ifeoma Moore,ifeoma.moore@outlook.com,+2349472742160,Baby Lotion,Baby Products,7,-76586.81,,"March 01, 2024",Ibadan,Oyo,nigeria,bank transfer,Returned,,Not what I expected
ORD107550,CUST039999,Kelechi Taylor,kelechi.taylor649@gmial.com,04236896303,Feeding Bottle,Baby Products ,7,76584.68,20,07-11-2023,Lagos,Lagos,Nigeria,--,Processing,4,
ORD130329,CUST065058,Joseph Nwosu,joseph.nwosu@gmial.com,0502-696-8202,Non-stick Pan,home & kitchen,5,236176.85,50,08/31/2025,BENIN CITY,Edo,Nigeria ,cash on delivery,Canceled,4,average tbh
ORD131297,CUST011392,  Richard Taylor  ,richard.taylor389@yahoo.com,02813367397,Sneakers,Fashion,2,182819.99,50,2023-01-26,KADUNA,Kaduna,nigeria,PAYPAL,Delivered,3,Highly recommend!!!
ORD129116,CUST045215,Obinna Okafor,OBINNA.OKAFOR845@YMAIL.COM,,Smartwatch,Electronics,10,144891.78,20,1714521600,Lagos,Lagos,NG,Pay Pal,Returned,2,
ORD133360,CUST101494,Jessica Bello,jessica.bello@gmial.com,+2347424245604,Shea Butter,beauty,3,156326.95,,04/23/2023,Calabar,Cross River,NIGERIA,Pay Pal,Cancelled,,average tbh
ORD125786,CUST118813,Barbara Wilson,barbara.wilson316@gmail.com,None,Onesie Set,baby products,,173013.62,25,03-11-2024,New York,NY,US,debit card,Cancelled,,average tbh
ORD102091,CUST115412,Segun Abubakar ,segun.abubakar@outlook.com,06591479079,Hair Extension,BEAUTY,6,193426.27,,03/23/2025,Kaduna,Kaduna,nigeria,Bank Transfer,Pending,3,product came late :(
ORD103314,CUST002931,WILLIAM MOORE,william.moore@gmail.com,0219-911-1039,Sunglasses,fashion,-4,94187.17,,03/02/2024,Ugep,Cross River,NG,paypal,RETURNED,3,Highly recommend!!!
ORD122424,CUST001341,Fatima Johnson,fatima.johnson@hotmail.com,0993-293-8757,Perfume,BEAUTY,1,126544.81,20,15-05-2025,JOHANNESBURG,Gauteng,S. Africa,ussd,Shipped,,product came late :(
ORD117319,CUST036336,Obinna Martinez,obinna.martinez331@yaho.com,n/a,Noodles Carton,Groceries ,5,217638.35,50,2024-03-02,JOHANNESBURG,Gauteng,S. Africa,Credit card ,returned,5,average tbh
ORD113635,CUST098697,IFEOMA CHUKWU,ifeoma.chukwu@gmial.com,0262-120-9004,Running Shoes,Fashon,1,243790.34,50,1708041600,Los Angeles,CA,U.S.A.,debit card,Delivered,2,meh
ORD110142,CUST089212,Barbara Balogun,BARBARA.BALOGUN@GMAIL.COM,+2347855987311,Power Bank, Electronics,3,225021.58,30,11/13/2024,Kaduna,Kaduna,nigeria,paypal,Canceled,-1,<b>Excellent</b>
ORD109983,CUST015811,Susan Bello,susan.bello@hotmail.com,(346) 634-3992,Makeup Brush Set,Beauty ,9,242670.98,0,26-06-2026,Kaduna,Kaduna,NIGERIA,credit card,Cancelled,2,Fast delivery
ORD113809,CUST058665,  John Perez  ,john.perez@ymail.com,(696) 166-4392,Smartphone Case,Electroincs,five,177674.24,25,"June 10, 2023",Benin City,Edo,NIGERIA,paypal,pending,4,product came late :(
ORD110099,CUST076960,Ngozi Garcia,ngozi.garcia@ymail.com,0449-002-7653,Bluetooth Speaker,Electronics ,7,138120.91,20,2024-01-11,Abuja,FCT,Nigeria,CC,processing,5,WILL BUY AGAIN
ORD107884,CUST048345,Linda Bello,linda.bello@yaho.com,+2341821461865,Body Lotion,Beuaty,3,239541.86,25,1720483200,none,Ontario,Canada,credit card,Cancelled,3,
